Statistik från Skolverket, http://www.skolverket.se
Mörbylånga;Enskild;39;100,0;100,0;227,6;16;41,0;100,0;100,0;220,9;23;59,0;100,0;100,0;232,3;
Nacka;Samtliga;1 261;89,7;94,0;266,3;606;48,1;91,6;95,5;277,5;655;51,9;87,9;92,5;256,0;
Nacka;Kommunal;810;89,5;94,3;264,7;400;49,4;91,0;95,0;273,0;410;50,6;88,0;93,7;256,7;
Nacka;Enskild;451;90,0;93,3;269,4;206;45,7;92,7;96,6;286,3;245;54,3;87,8;90,6;255,0;
Nora;Samtliga;114;66,7;86,0;200,4;57;50,0;70,2;82,5;216,3;57;50,0;63,2;89,5;185,9;
Nora;Kommunal;114;66,7;86,0;200,4;57;50,0;70,2;82,5;216,3;57;50,0;63,2;89,5;185,9;
Norberg;Samtliga;69;50,7;56,5;163,8;30;43,5;56,7;63,3;186,9;39;56,5;46,2;51,3;145,0;
Norberg;Kommunal;69;50,7;56,5;163,8;30;43,5;56,7;63,3;186,9;39;56,5;46,2;51,3;145,0;
Nordanstig;Samtliga;68;45,6;76,5;162,5;24;35,3;54,2;79,2;176,1;44;64,7;40,9;75,0;154,9;
Nordanstig;Kommunal;62;43,5;74,2;158,8;24;38,7;54,2;79,2;176,1;38;61,3;36,8;71,1;147,5;
Nordanstig;Enskild;..;..;..;..;..;..;.;.;.;..;..;..;..;..;
Nordmaling;Samtliga;76;73,7;78,9;210,7;31;40,8;80,6;~100;230,0;45;59,2;68,9;73,3;197,2;
Nordmaling;Kommunal;76;73,7;78,9;210,7;31;40,8;80,6;~100;230,0;45;59,2;68,9;73,3;197,2;
Norrköping;Samtliga;1 520;68,5;78,5;213,7;687;45,2;70,3;79,5;226,1;833;54,8;67,0;77,7;203,4;
Norrköping;Kommunal;1 086;63,2;73,8;204,3;508;46,8;66,1;76,2;216,1;578;53,2;60,6;71,6;193,9;
Norrköping;Enskild;434;81,8;90,3;236,7;179;41,2;82,1;88,8;254,2;255;58,8;81,6;91,4;224,4;
Norrtälje;Samtliga;628;73,2;83,0;222,0;299;47,6;80,9;88,6;245,8;329;52,4;66,3;77,8;200,3;
Norrtälje;Kommunal;531;71,0;80,8;216,5;246;46,3;80,1;87,0;243,5;285;53,7;63,2;75,4;193,3;
Norrtälje;Enskild;97;85,6;94,8;251,3;53;54,6;84,9;~100;256,6;44;45,4;86,4;~100;245,1;
Norsjö;Samtliga;53;58,5;67,9;194,2;26;49,1;65,4;73,1;198,3;27;50,9;51,9;63,0;189,6;
Norsjö;Kommunal;53;58,5;67,9;194,2;26;49,1;65,4;73,1;198,3;27;50,9;51,9;63,0;189,6;
Nybro;Samtliga;228;64,9;70,6;207,5;100;43,9;71,0;76,0;234,1;128;56,1;60,2;66,4;186,4;
Nybro;Kommunal;228;64,9;70,6;207,5;100;43,9;71,0;76,0;234,1;128;56,1;60,2;66,4;186,4;
Nykvarn;Samtliga;145;89,7;93,8;240,6;69;47,6;85,5;92,8;254,9;76;52,4;93,4;~100;227,8;
Nykvarn;Kommunal;145;89,7;93,8;240,6;69;47,6;85,5;92,8;254,9;76;52,4;93,4;~100;227,8;
Nyköping;Samtliga;638;70,4;79,5;214,1;314;49,2;76,1;82,5;237,3;324;50,8;64,8;76,5;191,9;
Nyköping;Kommunal;454;65,2;75,8;205,2;203;44,7;70,9;78,3;228,1;251;55,3;60,6;73,7;186,9;
Nyköping;Enskild;184;83,2;88,6;236,0;111;60,3;85,6;90,1;254,0;73;39,7;79,5;86,3;208,7;
Nynäshamn;Samtliga;272;72,8;82,0;212,3;129;47,4;76,7;85,3;230,2;143;52,6;69,2;79,0;195,8;
Nynäshamn;Kommunal;272;72,8;82,0;212,3;129;47,4;76,7;85,3;230,2;143;52,6;69,2;79,0;195,8;
Nässjö;Samtliga;350;66,0;77,1;209,6;164;46,9;72,0;78,7;224,6;186;53,1;60,8;75,8;196,3;
Nässjö;Kommunal;350;66,0;77,1;209,6;164;46,9;72,0;78,7;224,6;186;53,1;60,8;75,8;196,3;
Ockelbo;Samtliga;48;81,3;85,4;222,9;19;39,6;84,2;~100;238,6;29;60,4;79,3;82,8;212,3;
Ockelbo;Kommunal;48;81,3;85,4;222,9;19;39,6;84,2;~100;238,6;29;60,4;79,3;82,8;212,3;
Olofström;Samtliga;121;77,7;87,6;214,3;59;48,8;79,7;91,5;225,9;62;51,2;75,8;83,9;203,2;
Olofström;Kommunal;121;77,7;87,6;214,3;59;48,8;79,7;91,5;225,9;62;51,2;75,8;83,9;203,2;
Orsa;Samtliga;78;75,6;87,2;214,0;33;42,3;78,8;~100;233,2;45;57,7;73,3;86,7;200,0;
Orsa;Kommunal;78;75,6;87,2;214,0;33;42,3;78,8;~100;233,2;45;57,7;73,3;86,7;200,0;
Orust;Samtliga;161;77,0;82,0;217,0;70;43,5;78,6;81,4;231,6;91;56,5;75,8;82,4;205,5;
Orust;Kommunal;161;77,0;82,0;217,0;70;43,5;78,6;81,4;231,6;91;56,5;75,8;82,4;205,5;
Osby;Samtliga;136;68,4;77,2;204,6;67;49,3;73,1;82,1;223,1;69;50,7;63,8;72,5;187,0;
Osby;Kommunal;136;68,4;77,2;204,6;67;49,3;73,1;82,1;223,1;69;50,7;63,8;72,5;187,0;
Oskarshamn;Samtliga;307;75,2;82,1;221,9;152;49,5;83,6;88,2;242,0;155;50,5;67,1;76,1;201,0;
Oskarshamn;Kommunal;307;75,2;82,1;221,9;152;49,5;83,6;88,2;242,0;155;50,5;67,1;76,1;201,0;
Ovanåker;Samtliga;131;70,2;78,6;216,5;57;43,5;80,7;89,5;244,6;74;56,5;62,2;70,3;194,6;
Ovanåker;Kommunal;131;70,2;78,6;216,5;57;43,5;80,7;89,5;244,6;74;56,5;62,2;70,3;194,6;
Oxelösund;Samtliga;85;78,8;82,4;216,4;50;58,8;84,0;86,0;229,0;35;41,2;71,4;77,1;198,6;
Oxelösund;Kommunal;85;78,8;82,4;216,4;50;58,8;84,0;86,0;229,0;35;41,2;71,4;77,1;198,6;
Pajala;Samtliga;69;55,1;59,4;197,4;21;30,4;76,2;76,2;268,5;48;69,6;45,8;52,1;167,7;
Pajala;Kommunal;64;53,1;57,8;196,3;20;31,3;75,0;75,0;270,5;44;68,8;43,2;50,0;164,2;
Pajala;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;Samtliga;448;83,3;88,6;238,1;188;42,0;88,3;90,4;248,7;260;58,0;79,6;87,3;230,5;
Partille;Kommunal;429;82,5;88,1;237,1;181;42,2;87,8;90,1;247,2;248;57,8;78,6;86,7;229,7;
Partille;Enskild;19;100,0;100,0;262,2;..;..;..;..;..;..;..;100,0;100,0;247,7;
Perstorp;Samtliga;87;46,0;57,5;162,3;41;47,1;56,1;68,3;193,9;46;52,9;37,0;47,8;132,1;
Perstorp;Kommunal;87;46,0;57,5;162,3;41;47,1;56,1;68,3;193,9;46;52,9;37,0;47,8;132,1;
Piteå;Samtliga;483;83,6;88,8;227,6;225;46,6;86,7;92,0;243,3;258;53,4;81,0;86,0;213,8;
Piteå;Kommunal;483;83,6;88,8;227,6;225;46,6;86,7;92,0;243,3;258;53,4;81,0;86,0;213,8;
Ragunda;Samtliga;69;53,6;59,4;172,0;31;44,9;54,8;61,3;190,0;38;55,1;52,6;57,9;157,2;
Ragunda;Kommunal;69;53,6;59,4;172,0;31;44,9;54,8;61,3;190,0;38;55,1;52,6;57,9;157,2;
Robertsfors;Samtliga;63;69,8;77,8;214,1;22;34,9;77,3;~100;217,5;41;65,1;65,9;73,2;212,2;
Robertsfors;Kommunal;63;69,8;77,8;214,1;22;34,9;77,3;~100;217,5;41;65,1;65,9;73,2;212,2;
Ronneby;Samtliga;295;68,5;75,3;207,4;133;45,1;73,7;79,7;225,3;162;54,9;64,2;71,6;192,2;
Ronneby;Kommunal;273;68,1;74,7;209,6;122;44,7;73,0;78,7;226,6;151;55,3;64,2;71,5;195,5;
Ronneby;Enskild;22;72,7;~100;181,6;11;50,0;..;~100;211,4;11;50,0;..;..;151,8;
Rättvik;Samtliga;108;85,2;95,4;213,6;44;40,7;79,5;~100;226,2;64;59,3;89,1;~100;205,0;
Rättvik;Kommunal;108;85,2;95,4;213,6;44;40,7;79,5;~100;226,2;64;59,3;89,1;~100;205,0;
Sala;Samtliga;206;68,9;83,5;215,0;102;49,5;74,5;86,3;234,2;104;50,5;63,5;80,8;196,3;
Sala;Kommunal;206;68,9;83,5;215,0;102;49,5;74,5;86,3;234,2;104;50,5;63,5;80,8;196,3;
Salem;Samtliga;208;88,0;91,8;241,7;94;45,2;92,6;~100;258,0;114;54,8;84,2;88,6;228,2;
Salem;Kommunal;181;87,8;91,2;243,1;84;46,4;91,7;~100;260,3;97;53,6;84,5;87,6;228,3;
Salem;Enskild;27;88,9;~100;232,0;10;37,0;100,0;100,0;239,0;17;63,0;82,4;~100;227,9;
Sandviken;Samtliga;441;60,1;73,5;197,4;202;45,8;70,3;80,2;218,8;239;54,2;51,5;67,8;179,2;
Sandviken;Kommunal;403;57,6;71,7;193,4;188;46,7;68,1;78,7;214,8;215;53,3;48,4;65,6;174,4;
Sandviken;Enskild;38;86,8;~100;239,1;14;36,8;100,0;100,0;271,4;24;63,2;79,2;~100;220,3;
Sigtuna;Samtliga;553;75,5;80,7;217,4;277;50,1;79,8;86,0;239,0;276;49,9;71,1;75,4;195,7;
Sigtuna;Kommunal;377;69,2;75,3;203,6;193;51,2;75,6;82,9;230,3;184;48,8;62,5;67,4;175,5;
Sigtuna;Enskild;176;92,7;95,6;255,5;84;47,7;92,3;~100;264,5;92;52,3;93,1;~100;247,3;
Simrishamn;Samtliga;215;69,8;77,2;214,7;96;44,7;78,1;80,2;234,9;119;55,3;63,0;74,8;198,4;
Simrishamn;Kommunal;161;68,9;75,8;208,9;69;42,9;76,8;78,3;230,3;92;57,1;63,0;73,9;192,9;
Simrishamn;Enskild;54;72,2;81,5;232,0;27;50,0;81,5;~100;246,7;27;50,0;63,0;77,8;217,3;
Sjöbo;Samtliga;178;71,9;78,1;215,8;73;41,0;84,9;86,3;242,1;105;59,0;62,9;72,4;197,5;
Sjöbo;Kommunal;172;74,4;78,5;218,7;73;42,4;84,9;86,3;242,1;99;57,6;66,7;72,7;201,4;
Sjöbo;Enskild;..;.;..;..;..;..;.;.;.;..;..;.;..;..;
Skara;Samtliga;231;68,0;79,7;205,2;121;52,4;76,0;84,3;222,6;110;47,6;59,1;74,5;186,2;
Skara;Kommunal;196;64,8;78,1;202,1;98;50,0;74,5;84,7;219,8;98;50,0;55,1;71,4;184,4;
Skara;Enskild;35;85,7;~100;223,2;23;65,7;82,6;~100;235,0;12;34,3;91,7;100,0;201,5;
Skellefteå;Samtliga;789;77,1;86,8;218,0;389;49,3;80,7;88,7;232,2;400;50,7;73,5;85,0;204,3;
Skellefteå;Kommunal;765;77,1;87,1;218,7;376;49,2;81,6;89,6;234,3;389;50,8;72,8;84,6;203,7;
Skellefteå;Enskild;24;75,0;79,2;196,5;13;54,2;..;..;171,5;11;45,8;100,0;100,0;225,9;
Skinnskatteberg;Samtliga;42;40,5;66,7;175,8;22;52,4;45,5;~100;195,5;20;47,6;..;50,0;152,9;
Skinnskatteberg;Kommunal;42;40,5;66,7;175,8;22;52,4;45,5;~100;195,5;20;47,6;..;50,0;152,9;
Skurup;Samtliga;173;79,2;87,9;223,2;88;50,9;83,0;89,8;238,9;85;49,1;75,3;85,9;207,1;
Skurup;Kommunal;173;79,2;87,9;223,2;88;50,9;83,0;89,8;238,9;85;49,1;75,3;85,9;207,1;
Skövde;Samtliga;565;73,8;83,2;213,9;256;45,3;80,1;88,3;229,3;309;54,7;68,6;79,0;200,7;
Skövde;Kommunal;564;73,9;83,3;214,0;256;45,4;80,1;88,3;229,3;308;54,6;68,8;79,2;200,9;
Skövde;Enskild;..;.;.;..;..;..;.;.;.;..;..;.;.;..;
Smedjebacken;Samtliga;86;61,6;74,4;199,9;34;39,5;70,6;~100;231,5;52;60,5;55,8;63,5;178,0;
Smedjebacken;Kommunal;86;61,6;74,4;199,9;34;39,5;70,6;~100;231,5;52;60,5;55,8;63,5;178,0;
Sollefteå;Samtliga;240;65,4;74,6;196,9;98;40,8;70,4;79,6;209,3;142;59,2;62,0;71,1;188,1;
Sollefteå;Kommunal;240;65,4;74,6;196,9;98;40,8;70,4;79,6;209,3;142;59,2;62,0;71,1;188,1;
Sollentuna;Samtliga;923;85,5;90,9;255,3;458;49,6;88,4;93,4;267,9;465;50,4;82,6;88,4;242,8;
Sollentuna;Kommunal;707;84,2;90,1;252,7;341;48,2;87,7;93,5;266,6;366;51,8;80,9;86,9;239,6;
Sollentuna;Enskild;216;89,8;93,5;263,8;117;54,2;90,6;93,2;271,7;99;45,8;88,9;93,9;254,4;
Solna;Samtliga;442;72,2;84,4;227,8;197;44,6;75,1;89,3;246,1;245;55,4;69,8;80,4;213,1;
Solna;Kommunal;284;71,5;84,9;223,5;123;43,3;78,0;94,3;248,3;161;56,7;66,5;77,6;204,2;
Solna;Enskild;158;73,4;83,5;235,7;74;46,8;70,3;81,1;242,2;84;53,2;76,2;85,7;230,1;
Sorsele;Samtliga;34;70,6;82,4;216,0;16;47,1;75,0;~100;233,8;18;52,9;66,7;~100;200,1;
Sorsele;Kommunal;34;70,6;82,4;216,0;16;47,1;75,0;~100;233,8;18;52,9;66,7;~100;200,1;
Sotenäs;Samtliga;96;66,7;79,2;197,8;43;44,8;81,4;86,0;232,4;53;55,2;54,7;73,6;169,2;
Sotenäs;Kommunal;96;66,7;79,2;197,8;43;44,8;81,4;86,0;232,4;53;55,2;54,7;73,6;169,2;
Staffanstorp;Samtliga;296;83,4;89,5;239,5;133;44,9;84,2;90,2;255,2;163;55,1;82,8;89,0;226,6;
Staffanstorp;Kommunal;296;83,4;89,5;239,5;133;44,9;84,2;90,2;255,2;163;55,1;82,8;89,0;226,6;
Stenungsund;Samtliga;300;73,0;81,0;217,8;151;50,3;77,5;84,1;238,3;149;49,7;68,5;77,9;197,2;
Stenungsund;Kommunal;285;73,3;81,4;217,8;141;49,5;78,7;85,1;239,7;144;50,5;68,1;77,8;196,4;
Stenungsund;Enskild;15;66,7;~100;217,7;..;..;..;..;..;..;..;..;..;..;
Stockholm;Samtliga;8 994;79,7;86,9;247,0;4 346;48,3;83,7;89,9;263,2;4 648;51,7;75,9;84,2;231,8;
Stockholm;Kommunal;5 778;78,4;84,7;241,8;2 641;45,7;83,2;89,0;260,5;3 137;54,3;74,4;81,1;225,9;
Stockholm;Enskild;3 216;82,1;91,2;256,8;1 705;53,0;84,7;91,4;267,7;1 511;47,0;79,2;90,9;244,4;
Storfors;Samtliga;65;89,2;~100;231,2;35;53,8;94,3;~100;247,9;30;46,2;83,3;~100;211,8;
Storfors;Kommunal;47;85,1;~100;219,6;26;55,3;92,3;~100;245,4;21;44,7;76,2;~100;187,6;
Storfors;Enskild;18;100,0;100,0;261,5;..;..;..;..;..;..;..;..;..;..;
Storuman;Samtliga;62;58,1;66,1;209,0;26;41,9;73,1;~100;238,5;36;58,1;47,2;52,8;181,7;
Storuman;Kommunal;62;58,1;66,1;209,0;26;41,9;73,1;~100;238,5;36;58,1;47,2;52,8;181,7;
Strängnäs;Samtliga;408;77,0;87,3;232,2;213;52,2;81,7;89,7;246,7;195;47,8;71,8;84,6;215,9;
Strängnäs;Kommunal;224;67,9;80,8;211,7;108;48,2;72,2;83,3;224,3;116;51,8;63,8;78,4;199,4;
Strängnäs;Enskild;184;88,0;95,1;256,5;105;57,1;91,4;~100;269,6;79;42,9;83,5;93,7;239,0;
Strömstad;Samtliga;134;67,9;79,1;222,7;61;45,5;75,4;82,0;246,7;73;54,5;61,6;76,7;203,0;
Strömstad;Kommunal;134;67,9;79,1;222,7;61;45,5;75,4;82,0;246,7;73;54,5;61,6;76,7;203,0;
Strömsund;Samtliga;130;67,7;78,5;201,7;64;49,2;87,5;~100;241,6;66;50,8;48,5;60,6;162,5;
Strömsund;Kommunal;130;67,7;78,5;201,7;64;49,2;87,5;~100;241,6;66;50,8;48,5;60,6;162,5;
Sundbyberg;Samtliga;309;68,6;82,2;231,8;165;53,4;69,7;83,0;245,8;144;46,6;67,4;81,3;215,8;
Sundbyberg;Kommunal;163;57,1;73,6;216,5;80;49,1;56,3;72,5;228,9;83;50,9;57,8;74,7;204,6;
Sundbyberg;Enskild;146;81,5;91,8;248,6;85;58,2;82,4;92,9;261,3;61;41,8;80,3;90,2;230,8;
Sundsvall;Samtliga;1 086;73,6;81,6;218,7;518;47,7;76,4;84,4;229,4;568;52,3;71,0;79,0;208,9;
Sundsvall;Kommunal;747;64,9;75,0;202,5;354;47,4;69,5;79,1;214,0;393;52,6;60,8;71,2;192,1;
Sundsvall;Enskild;339;92,6;96,2;254,1;164;48,4;91,5;95,7;262,6;175;51,6;93,7;96,6;246,0;
Sunne;Samtliga;145;62,8;74,5;206,8;67;46,2;79,1;83,6;230,6;78;53,8;48,7;66,7;185,4;
Sunne;Kommunal;145;62,8;74,5;206,8;67;46,2;79,1;83,6;230,6;78;53,8;48,7;66,7;185,4;
Surahammar;Samtliga;97;72,2;87,6;215,5;46;47,4;84,8;~100;238,3;51;52,6;60,8;82,4;194,9;
Surahammar;Kommunal;97;72,2;87,6;215,5;46;47,4;84,8;~100;238,3;51;52,6;60,8;82,4;194,9;
Svalöv;Samtliga;154;63,6;74,0;201,6;72;46,8;61,1;72,2;211,7;82;53,2;65,9;75,6;192,7;
Svalöv;Kommunal;114;63,2;72,8;200,7;54;47,4;63,0;72,2;211,8;60;52,6;63,3;73,3;190,7;
Svalöv;Enskild;40;65,0;77,5;204,0;18;45,0;55,6;72,2;211,3;22;55,0;72,7;~100;198,1;
Svedala;Samtliga;254;85,8;92,1;233,8;125;49,2;89,6;95,2;252,5;129;50,8;82,2;89,1;215,6;
Svedala;Kommunal;254;85,8;92,1;233,8;125;49,2;89,6;95,2;252,5;129;50,8;82,2;89,1;215,6;
Svenljunga;Samtliga;145;53,8;74,5;193,2;60;41,4;65,0;83,3;225,5;85;58,6;45,9;68,2;170,6;
Svenljunga;Kommunal;145;53,8;74,5;193,2;60;41,4;65,0;83,3;225,5;85;58,6;45,9;68,2;170,6;
Säffle;Samtliga;195;63,6;76,9;207,3;99;50,8;69,7;83,8;222,2;96;49,2;57,3;69,8;191,2;
Säffle;Kommunal;195;63,6;76,9;207,3;99;50,8;69,7;83,8;222,2;96;49,2;57,3;69,8;191,2;
Säter;Samtliga;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Säter;Kommunal;89;74,2;83,1;208,9;35;39,3;82,9;~100;217,9;54;60,7;68,5;79,6;202,6;
Sävsjö;Samtliga;127;66,1;73,2;204,8;57;44,9;75,4;86,0;231,3;70;55,1;58,6;62,9;182,3;
Sävsjö;Kommunal;124;66,9;74,2;205,5;55;44,4;78,2;89,1;235,2;69;55,6;58,0;62,3;180,8;
Sävsjö;Enskild;..;..;..;..;..;..;.;.;..;..;..;..;..;..;
Söderhamn;Samtliga;282;68,1;77,7;206,2;119;42,2;71,4;82,4;219,5;163;57,8;65,6;74,2;196,7;
Söderhamn;Kommunal;272;69,5;79,0;206,3;112;41,2;75,0;86,6;220,4;160;58,8;65,6;73,8;196,2;
Söderhamn;Enskild;10;..;..;..;..;..;..;..;..;..;..;..;..;..;
Söderköping;Samtliga;164;74,4;81,1;216,6;82;50,0;82,9;90,2;243,3;82;50,0;65,9;72,0;189,3;
Söderköping;Kommunal;149;73,8;80,5;214,2;69;46,3;81,2;88,4;239,3;80;53,7;67,5;73,8;192,1;
Söderköping;Enskild;15;80,0;~100;239,7;..;..;92,3;100,0;263,7;..;..;.;.;..;
Södertälje;Samtliga;1 056;72,0;83,3;224,2;519;49,1;74,8;85,0;232,1;537;50,9;69,3;81,8;216,5;
Södertälje;Kommunal;819;68,0;81,3;217,6;417;50,9;71,5;83,2;227,1;402;49,1;64,4;79,4;207,7;
Södertälje;Enskild;237;85,7;90,3;247,3;102;43,0;88,2;92,2;252,6;135;57,0;83,7;88,9;243,2;
Sölvesborg;Samtliga;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Sölvesborg;Kommunal;177;75,1;80,8;216,3;88;49,7;81,8;87,5;233,2;89;50,3;68,5;74,2;199,1;
Tanum;Samtliga;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tanum;Kommunal;122;68,0;78,7;201,7;61;50,0;82,0;86,9;229,5;61;50,0;54,1;70,5;173,4;
Tibro;Samtliga;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tibro;Kommunal;119;63,0;75,6;202,3;58;48,7;72,4;84,5;217,5;61;51,3;54,1;67,2;187,2;
Tidaholm;Samtliga;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tidaholm;Kommunal;138;79,7;94,2;218,2;60;43,5;86,7;~100;235,2;78;56,5;74,4;92,3;205,1;
Tierp;Samtliga;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Tierp;Kommunal;180;68,3;77,8;205,8;87;48,3;80,5;86,2;239,3;93;51,7;57,0;69,9;174,1;
Timrå;Samtliga;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Timrå;Kommunal;202;73,3;83,7;206,2;87;43,1;79,3;88,5;230,5;115;56,9;68,7;80,0;187,6;
Tingsryd;Samtliga;137;59,9;71,5;189,7;64;46,7;70,3;81,3;220,5;73;53,3;50,7;63,0;163,6;
Tingsryd;Kommunal;107;57,0;67,3;185,9;49;45,8;71,4;79,6;219,5;58;54,2;44,8;56,9;158,0;
Tingsryd;Enskild;30;70,0;~100;203,9;15;50,0;66,7;~100;223,9;15;50,0;73,3;~100;185,2;
Tjörn;Samtliga;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tjörn;Kommunal;154;79,2;81,8;221,6;67;43,5;80,6;85,1;235,6;87;56,5;78,2;79,3;210,7;
Tomelilla;Samtliga;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Tomelilla;Kommunal;113;58,4;71,7;201,4;53;46,9;56,6;66,0;211,7;60;53,1;60,0;76,7;192,3;
Torsby;Samtliga;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsby;Kommunal;136;77,9;85,3;230,3;66;48,5;86,4;90,9;250,5;70;51,5;70,0;80,0;211,6;
Torsås;Samtliga;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Torsås;Kommunal;76;77,6;85,5;213,7;37;48,7;83,8;~100;244,5;39;51,3;71,8;82,1;184,5;
Tranemo;Samtliga;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranemo;Kommunal;131;63,4;76,3;205,9;57;43,5;70,2;77,2;230,1;74;56,5;58,1;75,7;187,3;
Tranås;Samtliga;224;76,3;81,7;217,8;95;42,4;80,0;85,3;227,1;129;57,6;73,6;79,1;211,0;
